node,dof
4,0
4,1
4,2

5,0
5,1
5,2

8,0
8,1
8,2

10,0
10,1
10,2

12,0
12,1
12,2

14,0
14,1
14,2

16,0
16,1
16,2

17,0
17,1
17,2

18,0
18,1
18,2

0,0
0,1
0,2

7,0
7,1
7,2

15,0
15,1
15,2

24,0
24,1
24,2

30,0
30,1
30,2

33,0
33,1
33,2

34,0
34,1
34,2

35,0
35,1
35,2

36,0
36,1
36,2
