0,-0.069,0.006
1,-0.056,0.006
2,-0.055,0.021
3,-0.068,0.021
4,-0.046,0.006
5,-0.032,0.006
6,-0.032,0.023
7,-0.046,0.022
8,-0.021,0.006
9,-0.007,0.006
10,-0.007,0.024
11,-0.021,0.024
12,0.004,0.007
13,0.018,0.006
14,0.019,0.024
15,0.004,0.024
16,-0.067,0.031
17,-0.056,0.032
18,-0.056,0.046
19,-0.066,0.043
20,-0.046,0.033
21,-0.032,0.036
22,-0.033,0.053
23,-0.047,0.049
24,-0.021,0.037
25,-0.006,0.038
26,-0.006,0.056
27,-0.022,0.055
28,0.005,0.038
29,0.019,0.038
30,0.021,0.057
31,0.005,0.057
32,0.023,0.070
33,0.027,0.089
34,0.008,0.092
35,0.006,0.071
36,-0.006,0.071
37,-0.007,0.092
38,-0.026,0.089
39,-0.023,0.069
40,-0.035,0.066
41,-0.040,0.084
42,-0.056,0.076
43,-0.050,0.060
44,-0.059,0.056
45,-0.066,0.068
46,-0.076,0.058
47,-0.069,0.050
48,-0.083,0.049
49,-0.089,0.035
50,-0.076,0.032
51,-0.073,0.044
52,-0.092,0.024
53,-0.094,0.006
54,-0.079,0.006
55,-0.078,0.021
56,0.075,0.059
57,0.065,0.069
58,0.058,0.057
59,0.068,0.051
60,0.055,0.076
61,0.040,0.085
62,0.034,0.068
63,0.049,0.061
64,0.032,0.055
65,0.030,0.037
66,0.044,0.034
67,0.046,0.050
68,0.029,0.024
69,0.028,0.006
70,0.042,0.006
71,0.043,0.022
72,0.055,0.047
73,0.054,0.033
74,0.066,0.031
75,0.065,0.043
76,0.053,0.022
77,0.053,0.006
78,0.067,0.006
79,0.066,0.021
80,0.078,0.006
81,0.094,0.007
82,0.091,0.025
83,0.077,0.022
84,0.075,0.032
85,0.088,0.036
86,0.082,0.050
87,0.072,0.044
88,-0.076,-0.059
89,-0.065,-0.069
90,-0.059,-0.056
91,-0.068,-0.051
92,-0.056,-0.076
93,-0.040,-0.084
94,-0.035,-0.066
95,-0.050,-0.060
96,-0.028,-0.088
97,-0.009,-0.092
98,-0.007,-0.071
99,-0.024,-0.069
100,0.006,-0.092
101,0.025,-0.089
102,0.022,-0.069
103,0.005,-0.071
104,0.020,-0.055
105,0.019,-0.037
106,0.004,-0.038
107,0.005,-0.056
108,0.018,-0.024
109,0.018,-0.007
110,0.004,-0.007
111,0.004,-0.025
112,-0.007,-0.056
113,-0.007,-0.038
114,-0.021,-0.037
115,-0.022,-0.055
116,-0.007,-0.024
117,-0.007,-0.007
118,-0.021,-0.006
119,-0.021,-0.024
120,-0.033,-0.053
121,-0.032,-0.036
122,-0.046,-0.034
123,-0.047,-0.049
124,-0.032,-0.023
125,-0.032,-0.006
126,-0.046,-0.006
127,-0.045,-0.022
128,-0.056,-0.046
129,-0.055,-0.032
130,-0.067,-0.031
131,-0.066,-0.043
132,-0.055,-0.021
133,-0.055,-0.006
134,-0.069,-0.006
135,-0.068,-0.021
136,-0.079,-0.006
137,-0.094,-0.007
138,-0.092,-0.024
139,-0.078,-0.022
140,-0.076,-0.032
141,-0.088,-0.036
142,-0.082,-0.050
143,-0.073,-0.044
144,0.067,-0.006
145,0.053,-0.006
146,0.053,-0.022
147,0.066,-0.021
148,0.042,-0.006
149,0.028,-0.006
150,0.029,-0.024
151,0.043,-0.022
152,0.066,-0.031
153,0.054,-0.032
154,0.055,-0.046
155,0.065,-0.043
156,0.044,-0.034
157,0.030,-0.036
158,0.031,-0.053
159,0.046,-0.049
160,0.034,-0.066
161,0.039,-0.085
162,0.055,-0.076
163,0.049,-0.061
164,0.058,-0.056
165,0.065,-0.069
166,0.076,-0.059
167,0.068,-0.050
168,0.082,-0.049
169,0.088,-0.035
170,0.075,-0.032
171,0.073,-0.044
172,0.091,-0.024
173,0.094,-0.006
174,0.078,-0.006
175,0.077,-0.022
