0.0000000000e+00, 0.0000000000e+00
5.9899511214e+03, 1.6202599355e-03
5.9899511214e+03, 1.6202599355e-03
5.9899511215e+03, 1.6202599355e-03
5.9899511215e+03, 1.6202599355e-03
5.9923223220e+03, 1.6210209456e-03
5.9923223220e+03, 1.6210209456e-03
5.9923223220e+03, 1.6210209456e-03
5.9923223220e+03, 1.6210209456e-03
5.9934794493e+03, 1.6214877434e-03
5.9934794493e+03, 1.6214877434e-03
5.9934794493e+03, 1.6214877434e-03
5.9934794493e+03, 1.6214877434e-03
5.9948437959e+03, 1.6223626855e-03
5.9948437959e+03, 1.6223626855e-03
5.9948437960e+03, 1.6223626855e-03
5.9948437960e+03, 1.6223626855e-03
5.9960812963e+03, 1.6239355696e-03
5.9960812963e+03, 1.6239355696e-03
5.9960812963e+03, 1.6239355696e-03
5.9960812963e+03, 1.6239355696e-03
5.9978061834e+03, 1.6264845254e-03
5.9978061834e+03, 1.6264845254e-03
5.9978061834e+03, 1.6264845254e-03
5.9978061834e+03, 1.6264845254e-03
5.9986759785e+03, 1.6278130725e-03
5.9986759785e+03, 1.6278130725e-03
5.9986759785e+03, 1.6278130725e-03
5.9986759785e+03, 1.6278130725e-03
5.9993160765e+03, 1.6288403994e-03
5.9993160765e+03, 1.6288403994e-03
5.9993160765e+03, 1.6288403995e-03
5.9993160765e+03, 1.6288403995e-03
5.9993457657e+03, 1.6289102244e-03
5.9993457657e+03, 1.6289102244e-03
5.9993457657e+03, 1.6289102244e-03
5.9993457657e+03, 1.6289102244e-03
5.9996575141e+03, 1.6293890306e-03
5.9996575141e+03, 1.6293890306e-03
5.9996575141e+03, 1.6293890306e-03
5.9996575141e+03, 1.6293890306e-03
5.9997385108e+03, 1.6294899188e-03
5.9997385108e+03, 1.6294899188e-03
5.9997385108e+03, 1.6294899188e-03
5.9997385108e+03, 1.6294899188e-03
5.9999221535e+03, 1.6296533853e-03
5.9999221535e+03, 1.6296533853e-03
5.9999221536e+03, 1.6296533853e-03
5.9999221536e+03, 1.6296533853e-03
6.0003825080e+03, 1.6300686608e-03
6.0003825080e+03, 1.6300686608e-03
6.0003825080e+03, 1.6300686608e-03
6.0003825080e+03, 1.6300686608e-03
6.0004395782e+03, 1.6301526221e-03
6.0004395782e+03, 1.6301526221e-03
6.0004395782e+03, 1.6301526221e-03
6.0004395782e+03, 1.6301526221e-03
6.0003993815e+03, 1.6302182606e-03
6.0003993815e+03, 1.6302182606e-03
6.0003993815e+03, 1.6302182607e-03
6.0003993815e+03, 1.6302182607e-03
6.0000005830e+03, 1.6312057785e-03
6.0000005830e+03, 1.6312057785e-03
6.0000005830e+03, 1.6312057785e-03
6.0000005830e+03, 1.6312057785e-03
6.0012609981e+03, 3.1938390320e-03
6.0012609981e+03, 3.1938390320e-03
6.0012609981e+03, 3.1938390320e-03
6.0012609981e+03, 3.1938390320e-03
6.0012609981e+03, 3.1938390322e-03
6.0012609981e+03, 3.1938390322e-03
6.0012609981e+03, 3.1938390322e-03
6.0012609981e+03, 3.1938390322e-03
6.0015779217e+03, 3.4238114052e-03
