node,dof,limit
49,0,-0.01
213,0,-0.01
8,0,-0.01
167,0,-0.01
37,0,-0.01
197,0,-0.01
36,0,-0.01
195,0,-0.01
2,0,-0.01
115,0,-0.01
21,0,-0.01
112,0,-0.01
20,0,-0.01
110,0,-0.01
19,0,-0.01
108,0,-0.01
18,0,-0.01
106,0,-0.01
1,0,-0.01
136,0,-0.01
28,0,-0.01
166,0,-0.01
27,0,-0.01
164,0,-0.01
7,0,-0.01
222,0,-0.01
52,0,-0.01
219,0,-0.01
51,0,-0.01
217,0,-0.01
50,0,-0.01
215,0,-0.01
