0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.658857778343802401e-03,-6.788147512061784919e-03,-7.342059420401970786e-03,-7.455012986214995530e-03,-9.400379226110183034e-03,-9.400379226110183034e-03,-9.400379226110202116e-03,-9.400379226110202116e-03,-1.504345695638800197e-02,-1.530088378048792726e-02,-3.734929273162615471e-02,-3.887935007466003512e-02,-8.014100525980959178e-02,-8.082937183433365480e-02,-1.147998015672316297e-01,-2.279214009260009666e-01
-1.917759094473329930e-04,-1.952058950250088853e-04,-2.082093784176248705e-04,-2.102121138925236259e-04,-2.369414130093918573e-04,-2.369414130093918573e-04,-2.369414130093920742e-04,-2.369414130093920742e-04,-3.140465572764082960e-04,-3.163260119424256929e-04,-4.770988311838388432e-04,-4.833126241632273523e-04,-4.885125901488316866e-04,-4.886198712301779859e-04,-4.893151623685333728e-04,-4.881866364626807268e-04
-3.713269430920537913e-03,-3.788004107547579546e-03,-4.125061198010241195e-03,-4.200699118173146195e-03,-5.565518813624681718e-03,-5.565518813624681718e-03,-5.565518813624693861e-03,-5.565518813624693861e-03,-9.514449504807837368e-03,-9.679371702745572653e-03,-2.319446790460184815e-02,-2.402014429848674248e-02,-3.786962207799857150e-02,-3.809953839369721595e-02,-4.936133449140132912e-02,-8.762996873477536808e-02
-6.695999995274833257e-03,-6.825844476531065658e-03,-7.379986783764871418e-03,-7.492958590799282843e-03,-9.420758090579867822e-03,-9.420758090579867822e-03,-9.420758090579885169e-03,-9.420758090579885169e-03,-1.504876061032607744e-02,-1.530779671361629651e-02,-3.759580970339900657e-02,-3.916338107050217066e-02,-8.046915794085396367e-02,-8.115838309885482771e-02,-1.151763251123869014e-01,-2.282283066621014211e-01
-4.592848888369963599e-03,-4.681225194800356197e-03,-5.054631587114405238e-03,-5.129233344897837256e-03,-6.385127326224363485e-03,-6.385127326224363485e-03,-6.385127326224374761e-03,-6.385127326224374761e-03,-1.004689996170524298e-02,-1.022214874079626842e-02,-2.543680141954383911e-02,-2.649752364090299933e-02,-5.406843280289709563e-02,-5.452808085742211208e-02,-7.720699357266741503e-02,-1.525867302489798127e-01
1.361710259149416036e-03,1.388835349262852303e-03,1.509130191404022209e-03,1.535551801581541394e-03,2.003162221619984255e-03,2.003162221619984255e-03,2.003162221619988591e-03,2.003162221619988591e-03,3.366434737049841044e-03,3.300336847527239430e-03,-2.754064077487025988e-03,-3.225164072515484485e-03,-1.854576503664756570e-02,-1.877547504422915139e-02,-3.014629737472188098e-02,-6.759905136754092159e-02
-6.693961292101550421e-03,-6.823897066805085544e-03,-7.377919680487318548e-03,-7.491498120289389641e-03,-9.419180886697502836e-03,-9.419180886697502836e-03,-9.419180886697520183e-03,-9.419180886697520183e-03,-1.508505410634981662e-02,-1.534489647882367365e-02,-3.774404024154936338e-02,-3.934398536976929650e-02,-8.071329033046274748e-02,-8.140330330519260360e-02,-1.154685914250821455e-01,-2.284462220131416033e-01
3.824388268929351190e-03,3.899534455160299281e-03,4.224895826639180930e-03,4.293639575058969329e-03,5.482745710887722626e-03,5.482745710887722626e-03,5.482745710887733034e-03,5.482745710887733034e-03,8.984152452145718892e-03,9.150509740119997654e-03,2.397041206697668458e-02,2.503071864197261784e-02,5.258821946550160109e-02,5.304796400403315182e-02,7.508968282140483785e-02,1.481882342272399511e-01
1.501968864939730525e-03,1.531660245040330050e-03,1.660733526972880221e-03,1.688118446258842550e-03,2.167923305581803770e-03,2.167923305581803770e-03,2.167923305581808107e-03,2.167923305581808107e-03,3.585861045410940282e-03,3.610379873369520300e-03,-2.239078142144047649e-03,-2.798506368484862932e-03,-1.925010325554847232e-02,-1.952526579124429229e-02,-3.147232136786311252e-02,-7.141269716721226901e-02
-6.982610313834627762e-03,-7.117889922231293576e-03,-7.692068772679718641e-03,-7.809535853314799290e-03,-9.783238611896401260e-03,-9.783238611896401260e-03,-9.783238611896418607e-03,-9.783238611896418607e-03,-1.561987413122056800e-02,-1.588402256592365974e-02,-3.846797173055019337e-02,-4.010441377458830170e-02,-8.157758312707652504e-02,-8.226901016575031977e-02,-1.163859045669571879e-01,-2.293068932438755148e-01
-3.875286141563544554e-04,-3.941477747933187694e-04,-4.173677080408218589e-04,-4.200914793228388393e-04,-4.437414679889282554e-04,-4.437414679889282554e-04,-4.437414679889284180e-04,-4.437414679889284180e-04,-5.089503619122376843e-04,-5.113052840704610403e-04,-7.091943578447503730e-04,-7.890439877968650432e-04,-2.916261348541211371e-03,-2.951718499258111292e-03,-4.693731183758795972e-03,-1.050132292966851968e-02
