num,x,y
0,0.000000,0.000000
1,0.500000,0.000000
2,1.000000,0.000000
3,1.500000,0.000000
4,2.000000,0.000000
5,2.500000,0.000000
6,3.000000,0.000000
7,3.500000,0.000000
8,4.000000,0.000000
9,4.500000,0.000000
10,5.000000,0.000000
11,5.500000,0.000000
12,6.000000,0.000000
13,0.000000,0.500000
14,1.000000,0.500000
15,2.000000,0.500000
16,3.000000,0.500000
17,4.000000,0.500000
18,5.000000,0.500000
19,6.000000,0.500000
20,0.000000,1.000000
21,0.500000,1.000000
22,1.000000,1.000000
23,1.500000,1.000000
24,2.000000,1.000000
25,2.500000,1.000000
26,3.000000,1.000000
27,3.500000,1.000000
28,4.000000,1.000000
29,4.500000,1.000000
30,5.000000,1.000000
31,5.500000,1.000000
32,6.000000,1.000000
33,0.000000,1.500000
34,1.000000,1.500000
35,2.000000,1.500000
36,3.000000,1.500000
37,4.000000,1.500000
38,5.000000,1.500000
39,6.000000,1.500000
40,0.000000,2.000000
41,0.500000,2.000000
42,1.000000,2.000000
43,1.500000,2.000000
44,2.000000,2.000000
45,2.500000,2.000000
46,3.000000,2.000000
47,3.500000,2.000000
48,4.000000,2.000000
49,4.500000,2.000000
50,5.000000,2.000000
51,5.500000,2.000000
52,6.000000,2.000000
53,0.000000,2.500000
54,1.000000,2.500000
55,2.000000,2.500000
56,3.000000,2.500000
57,4.000000,2.500000
58,5.000000,2.500000
59,6.000000,2.500000
60,0.000000,3.000000
61,0.500000,3.000000
62,1.000000,3.000000
63,1.500000,3.000000
64,2.000000,3.000000
65,2.500000,3.000000
66,3.000000,3.000000
67,3.500000,3.000000
68,4.000000,3.000000
69,4.500000,3.000000
70,5.000000,3.000000
71,5.500000,3.000000
72,6.000000,3.000000
73,0.000000,3.500000
74,1.000000,3.500000
75,2.000000,3.500000
76,3.000000,3.500000
77,4.000000,3.500000
78,5.000000,3.500000
79,6.000000,3.500000
80,0.000000,4.000000
81,0.500000,4.000000
82,1.000000,4.000000
83,1.500000,4.000000
84,2.000000,4.000000
85,2.500000,4.000000
86,3.000000,4.000000
87,3.500000,4.000000
88,4.000000,4.000000
89,4.500000,4.000000
90,5.000000,4.000000
91,5.500000,4.000000
92,6.000000,4.000000
