num,x,y
0,0.000000,0.000000
1,0.250000,0.000000
2,0.500000,0.000000
3,0.750000,0.000000
4,1.000000,0.000000
5,1.250000,0.000000
6,1.500000,0.000000
7,1.750000,0.000000
8,2.000000,0.000000
9,2.250000,0.000000
10,2.500000,0.000000
11,2.750000,0.000000
12,3.000000,0.000000
13,3.250000,0.000000
14,3.500000,0.000000
15,3.750000,0.000000
16,4.000000,0.000000
17,4.250000,0.000000
18,4.500000,0.000000
19,4.750000,0.000000
20,5.000000,0.000000
21,5.250000,0.000000
22,5.500000,0.000000
23,5.750000,0.000000
24,6.000000,0.000000
25,0.000000,0.250000
26,0.500000,0.250000
27,1.000000,0.250000
28,1.500000,0.250000
29,2.000000,0.250000
30,2.500000,0.250000
31,3.000000,0.250000
32,3.500000,0.250000
33,4.000000,0.250000
34,4.500000,0.250000
35,5.000000,0.250000
36,5.500000,0.250000
37,6.000000,0.250000
38,0.000000,0.500000
39,0.250000,0.500000
40,0.500000,0.500000
41,0.750000,0.500000
42,1.000000,0.500000
43,1.250000,0.500000
44,1.500000,0.500000
45,1.750000,0.500000
46,2.000000,0.500000
47,2.250000,0.500000
48,2.500000,0.500000
49,2.750000,0.500000
50,3.000000,0.500000
51,3.250000,0.500000
52,3.500000,0.500000
53,3.750000,0.500000
54,4.000000,0.500000
55,4.250000,0.500000
56,4.500000,0.500000
57,4.750000,0.500000
58,5.000000,0.500000
59,5.250000,0.500000
60,5.500000,0.500000
61,5.750000,0.500000
62,6.000000,0.500000
63,0.000000,0.750000
64,0.500000,0.750000
65,1.000000,0.750000
66,1.500000,0.750000
67,2.000000,0.750000
68,2.500000,0.750000
69,3.000000,0.750000
70,3.500000,0.750000
71,4.000000,0.750000
72,4.500000,0.750000
73,5.000000,0.750000
74,5.500000,0.750000
75,6.000000,0.750000
76,0.000000,1.000000
77,0.250000,1.000000
78,0.500000,1.000000
79,0.750000,1.000000
80,1.000000,1.000000
81,1.250000,1.000000
82,1.500000,1.000000
83,1.750000,1.000000
84,2.000000,1.000000
85,2.250000,1.000000
86,2.500000,1.000000
87,2.750000,1.000000
88,3.000000,1.000000
89,3.250000,1.000000
90,3.500000,1.000000
91,3.750000,1.000000
92,4.000000,1.000000
93,4.250000,1.000000
94,4.500000,1.000000
95,4.750000,1.000000
96,5.000000,1.000000
97,5.250000,1.000000
98,5.500000,1.000000
99,5.750000,1.000000
100,6.000000,1.000000
101,0.000000,1.250000
102,0.500000,1.250000
103,1.000000,1.250000
104,1.500000,1.250000
105,2.000000,1.250000
106,2.500000,1.250000
107,3.000000,1.250000
108,3.500000,1.250000
109,4.000000,1.250000
110,4.500000,1.250000
111,5.000000,1.250000
112,5.500000,1.250000
113,6.000000,1.250000
114,0.000000,1.500000
115,0.250000,1.500000
116,0.500000,1.500000
117,0.750000,1.500000
118,1.000000,1.500000
119,1.250000,1.500000
120,1.500000,1.500000
121,1.750000,1.500000
122,2.000000,1.500000
