num,x,y
123,2.250000,1.500000
124,2.500000,1.500000
125,2.750000,1.500000
126,3.000000,1.500000
127,3.250000,1.500000
128,3.500000,1.500000
129,3.750000,1.500000
130,4.000000,1.500000
131,4.250000,1.500000
132,4.500000,1.500000
133,4.750000,1.500000
134,5.000000,1.500000
135,5.250000,1.500000
136,5.500000,1.500000
137,5.750000,1.500000
138,6.000000,1.500000
139,0.000000,1.750000
140,0.500000,1.750000
141,1.000000,1.750000
142,1.500000,1.750000
143,2.000000,1.750000
144,2.500000,1.750000
145,3.000000,1.750000
146,3.500000,1.750000
147,4.000000,1.750000
148,4.500000,1.750000
149,5.000000,1.750000
150,5.500000,1.750000
151,6.000000,1.750000
152,0.000000,2.000000
153,0.250000,2.000000
154,0.500000,2.000000
155,0.750000,2.000000
156,1.000000,2.000000
157,1.250000,2.000000
158,1.500000,2.000000
159,1.750000,2.000000
160,2.000000,2.000000
161,2.250000,2.000000
162,2.500000,2.000000
163,2.750000,2.000000
164,3.000000,2.000000
165,3.250000,2.000000
166,3.500000,2.000000
167,3.750000,2.000000
168,4.000000,2.000000
169,4.250000,2.000000
170,4.500000,2.000000
171,4.750000,2.000000
172,5.000000,2.000000
173,5.250000,2.000000
174,5.500000,2.000000
175,5.750000,2.000000
176,6.000000,2.000000
177,0.000000,2.250000
178,0.500000,2.250000
179,1.000000,2.250000
180,1.500000,2.250000
181,2.000000,2.250000
182,2.500000,2.250000
183,3.000000,2.250000
184,3.500000,2.250000
185,4.000000,2.250000
186,4.500000,2.250000
187,5.000000,2.250000
188,5.500000,2.250000
189,6.000000,2.250000
190,0.000000,2.500000
191,0.250000,2.500000
192,0.500000,2.500000
193,0.750000,2.500000
194,1.000000,2.500000
195,1.250000,2.500000
196,1.500000,2.500000
197,1.750000,2.500000
198,2.000000,2.500000
199,2.250000,2.500000
200,2.500000,2.500000
201,2.750000,2.500000
202,3.000000,2.500000
203,3.250000,2.500000
204,3.500000,2.500000
205,3.750000,2.500000
206,4.000000,2.500000
207,4.250000,2.500000
208,4.500000,2.500000
209,4.750000,2.500000
210,5.000000,2.500000
211,5.250000,2.500000
212,5.500000,2.500000
213,5.750000,2.500000
214,6.000000,2.500000
215,0.000000,2.750000
216,0.500000,2.750000
217,1.000000,2.750000
218,1.500000,2.750000
219,2.000000,2.750000
220,2.500000,2.750000
221,3.000000,2.750000
222,3.500000,2.750000
223,4.000000,2.750000
224,4.500000,2.750000
225,5.000000,2.750000
226,5.500000,2.750000
227,6.000000,2.750000
228,0.000000,3.000000
229,0.250000,3.000000
230,0.500000,3.000000
231,0.750000,3.000000
232,1.000000,3.000000
233,1.250000,3.000000
234,1.500000,3.000000
235,1.750000,3.000000
236,2.000000,3.000000
237,2.250000,3.000000
238,2.500000,3.000000
239,2.750000,3.000000
240,3.000000,3.000000
241,3.250000,3.000000
242,3.500000,3.000000
243,3.750000,3.000000
244,4.000000,3.000000
245,4.250000,3.000000
246,4.500000,3.000000
247,4.750000,3.000000
248,5.000000,3.000000
249,5.250000,3.000000
250,5.500000,3.000000
251,5.750000,3.000000
252,6.000000,3.000000
253,0.000000,3.250000
254,0.500000,3.250000
255,1.000000,3.250000
256,1.500000,3.250000
257,2.000000,3.250000
258,2.500000,3.250000
259,3.000000,3.250000
260,3.500000,3.250000
261,4.000000,3.250000
262,4.500000,3.250000
263,5.000000,3.250000
264,5.500000,3.250000
265,6.000000,3.250000
266,0.000000,3.500000
267,0.250000,3.500000
268,0.500000,3.500000
269,0.750000,3.500000
270,1.000000,3.500000
271,1.250000,3.500000
272,1.500000,3.500000
273,1.750000,3.500000
274,2.000000,3.500000
275,2.250000,3.500000
276,2.500000,3.500000
277,2.750000,3.500000
278,3.000000,3.500000
279,3.250000,3.500000
280,3.500000,3.500000
281,3.750000,3.500000
282,4.000000,3.500000
283,4.250000,3.500000
284,4.500000,3.500000
285,4.750000,3.500000
286,5.000000,3.500000
287,5.250000,3.500000
288,5.500000,3.500000
289,5.750000,3.500000
290,6.000000,3.500000
291,0.000000,3.750000
292,0.500000,3.750000
293,1.000000,3.750000
294,1.500000,3.750000
295,2.000000,3.750000
296,2.500000,3.750000
297,3.000000,3.750000
298,3.500000,3.750000
299,4.000000,3.750000
300,4.500000,3.750000
301,5.000000,3.750000
302,5.500000,3.750000
303,6.000000,3.750000
304,0.000000,4.000000
305,0.250000,4.000000
306,0.500000,4.000000
307,0.750000,4.000000
308,1.000000,4.000000
309,1.250000,4.000000
310,1.500000,4.000000
311,1.750000,4.000000
312,2.000000,4.000000
313,2.250000,4.000000
314,2.500000,4.000000
315,2.750000,4.000000
316,3.000000,4.000000
317,3.250000,4.000000
318,3.500000,4.000000
319,3.750000,4.000000
320,4.000000,4.000000
321,4.250000,4.000000
322,4.500000,4.000000
323,4.750000,4.000000
324,5.000000,4.000000
325,5.250000,4.000000
326,5.500000,4.000000
327,5.750000,4.000000
328,6.000000,4.000000
