node,dof
15,0
45,0
9,0
35,0
1,0
25,0
2,0
30,0
4,0
39,0
10,0
49,0
16,0
58,0
21,0
56,0
15,1
45,1
9,1
35,1
1,1
25,1
2,1
30,1
4,1
39,1
10,1
49,1
16,1
58,1
21,1
56,1
15,2
45,2
9,2
35,2
1,2
25,2
2,2
30,2
4,2
39,2
10,2
49,2
16,2
58,2
21,2
56,2

13,1
43,1
6,1
33,1
7,1
41,1
12,1
51,1
18,1
60,1
22,1
63,1
23,1
62,1
19,1
53,1
13,2
43,2
6,2
33,2
7,2
41,2
12,2
51,2
18,2
60,2
22,2
63,2
23,2
62,2
19,2
53,2
