node,dof
30,0
1,0
36,0
10,0
42,0
3,0
58,0
15,0
56,0
4,0
47,0
13,0
43,0
12,0
53,0
2,0
34,0
9,0
32,0
8,0
30,1
1,1
36,1
10,1
42,1
3,1
58,1
15,1
56,1
4,1
47,1
13,1
43,1
12,1
53,1
2,1
34,1
9,1
32,1
8,1
30,2
1,2
36,2
10,2
42,2
3,2
58,2
15,2
56,2
4,2
47,2
13,2
43,2
12,2
53,2
2,2
34,2
9,2
32,2
8,2
