node,dof
0,0
6,0
22,0
28,0
1,0
1,2
2,0
2,2
3,0
3,2
4,0
4,2
5,0
5,2
10,0
10,1
17,0
17,1
21,0
21,1
23,0
23,2
24,0
24,2
25,0
25,2
26,0
26,2
27,0
27,2
7,0
7,1
11,0
11,1
18,0
18,1
