node,dof,limit
6,0,-0.0025
47,0,-0.0025
7,0,-0.0025
50,0,-0.0025
8,0,-0.0025
30,0,-0.0025
87,0,-0.0025
31,0,-0.0025
90,0,-0.0025
32,0,-0.0025
