node,dof
0,0
0,1
0,2
1,0
1,1
1,2
2,0
2,1
2,2
3,0
3,1
3,2
4,0
4,1
4,2
5,0
5,1
5,2
7,0
7,1
7,2
8,0
8,1
8,2
12,0
12,1
12,2
13,0
13,1
13,2
15,0
15,1
15,2
16,0
16,1
16,2
17,0
17,1
17,2
18,0
18,1
18,2
19,0
19,1
19,2
20,0
20,1
20,2
