node,dof
0,0
8,0
56,0
64,0
1,0
1,2
2,0
2,2
3,0
3,2
4,0
4,2
5,0
5,2
6,0
6,2
7,0
7,2
13,0
13,1
22,0
22,1
27,0
27,1
36,0
36,1
41,0
41,1
50,0
50,1
55,0
55,1
57,0
57,2
58,0
58,2
59,0
59,2
60,0
60,2
61,0
61,2
62,0
62,2
63,0
63,2
9,0
9,1
14,0
14,1
23,0
23,1
28,0
28,1
37,0
37,1
42,0
42,1
51,0
51,1
