node,dof
0,0
0,1
9,0
9,1
14,0
14,1
23,0
23,1
28,0
28,1
37,0
37,1
42,0
42,1
51,0
51,1
56,0
56,1
8,0
13,0
22,0
27,0
36,0
41,0
50,0
55,0
64,0
