0, 105, -2.185357224966361755e+00
1, 106, -4.352696047333015628e-01
2, 65, -1.386840771934346961e+00
3, 66, -1.863472483959460746e-20
4, 718, -1.325065863692292956e+00
5, 678, -6.529598307543578335e-06
6, 719, -4.338702126138747062e-01
7, 679, -6.529598307545507029e-06
8, 1081, -1.284026134885181031e-06
9, 1080, -2.741252111408991493e-06
10, 1041, -1.172639360873779735e+00
11, 1040, -1.303382536833899969e-06
12, 1434, 1.170291704256226639e-09
13, 1435, -1.016429540191826852e+00
14, 1433, 1.650795870437654286e-07
15, 1474, -2.533585345149443577e-06
16, 2051, -2.596425094591184112e-06
17, 2091, -1.329241613218457019e-01
18, 2090, -3.711217732464226240e-06
19, 2092, 3.826886374032932284e-06
20, 2307, -3.228734792528748443e+01
21, 2306, -1.476532080373808897e+00
22, 2267, -6.786176058374415732e-02
23, 2266, -1.063238107040960501e-18
24, 2746, -4.399706978069325980e-01
25, 2745, 7.959204466580329233e-07
26, 2747, -6.728426347102681564e-07
27, 2786, -2.821937479322780688e-06
28, 3297, -1.709709010991507183e+00
29, 3298, 2.502476834539586883e-06
30, 3337, -5.336218355125614592e-06
31, 3338, -2.913205579014894573e-06
32, 3643, 2.571487091074272147e-05
33, 3644, 2.587556164963403314e-05
34, 3683, 2.537205557312287592e-05
35, 3642, 2.523907980987925940e-05
36, 4174, 3.831629440057630198e-05
37, 4173, 3.721453613115116566e-05
38, 4134, 3.843263869555496132e-05
39, 4133, 3.744719614147103484e-05
40, 4538, 3.595302949897690299e-05
41, 4539, 3.604528038092715279e-05
42, 4578, 3.548470929910099519e-05
43, 4537, 3.515901551696801376e-05
44, 4975, 1.312254289432582572e-05
45, 4976, 1.308585039071213382e-05
46, 4974, 1.305302287980824719e-05
47, 4973, 1.288778181591917250e-05
48, 5547, 4.426776469885685046e-05
49, 5507, 4.617937515067821528e-05
50, 5546, 4.339781857384795804e-05
51, 5506, 4.528089865620888235e-05
52, 5840, 3.577188735382462876e-05
53, 5841, 3.546752222878670835e-05
54, 5839, 3.572994028802976678e-05
55, 5880, 3.525398264020817831e-05
56, 6277, 1.871128499403824723e-05
57, 6276, 1.868169673592410862e-05
58, 6278, 1.858931318232606174e-05
59, 6275, 1.847088482116716231e-05
60, 6752, 3.832967335287061844e-05
61, 6712, 3.834132380606245275e-05
62, 6753, 3.816760351425525603e-05
63, 6713, 3.819161010214000606e-05
64, 0, 3.228734792528904762e+01
